"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"154","12","GO Molecular Function","","Carboxylic ester hydrolase activity","1.63E-9","ABHD11|AADAC|ACOT2|AARS1|ABHD2|ABHD6|ACHE|ACOT1|ACOT11|ACOT7|AARSD1|ABHD5","85041","85244|85181|85310|85226|85250|85262|85154|85337|85163|85178|85187|85283","7.28E-12","","GO:0052689","0.8787812395596042","0"
"7988","67","GO Biological Process","","Metabolic process","1.64E-9","ABCC6|ABCD1|ACP5|ABHD11|ACOT13|AADAC|ACADL|ACOT2|ACTR5|ABHD17A|ACSBG1|AARS1|ABCB6|ABCB4|ACAT1|ABHD2|ACP1|ABCA12|ABT1|AASDHPPT|ACAD8|ACAA2|ABCC3|ACE|ACOX1|ABHD6|ABCE1|ABCA3|ACHE|ACOT1|ABCF1|AACS|ACSM5|ACAA1|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACVRL1|ACY1|AAK1|ACE2|ACTL6A|AARSD1|AASS|ACVR1|ACSL1|ABLIM3|ABCB9|ACVR1B|ACSS3|ACP6|ACLY|ABCA8|ABHD14A-ACY1|ACTB|ABHD5|ABCG2|ACSL6","85041","85193|85151|85301|85244|85286|85181|85289|85310|85361|85292|85367|85226|85364|85169|85376|85250|85145|85208|85148|85358|85157|85214|85307|85298|85220|85262|85268|85241|85154|85337|85343|85304|85295|85133|85385|85175|85229|85349|85259|85319|85196|85328|85163|85340|85334|85178|85322|85235|85277|85271|85238|85187|85217|85184|85355|85331|85142|85211|85247|85199|85253|85313|85136|85346|85283|85280|85232","2.09E-12","","GO:0008152","0.8785156151952302","0"
"7522","65","GO Biological Process","","Organic substance metabolic process","1.64E-9","ABCC6|ABCD1|ABHD11|ACOT13|AADAC|ACADL|ACOT2|ACTR5|ABHD17A|ACSBG1|AARS1|ABCB6|ABCB4|ACAT1|ABHD2|ACP1|ABCA12|ABT1|AASDHPPT|ACAD8|ACAA2|ACE|ACOX1|ABHD6|ABCE1|ABCA3|ACHE|ACOT1|ABCF1|AACS|ACSM5|ACAA1|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACVRL1|ACY1|AAK1|ACE2|ACTL6A|AARSD1|AASS|ACVR1|ACSL1|ABLIM3|ABCB9|ACVR1B|ACSS3|ACP6|ACLY|ABCA8|ABHD14A-ACY1|ACTB|ABHD5|ABCG2|ACSL6","85041","85193|85151|85244|85286|85181|85289|85310|85361|85292|85367|85226|85364|85169|85376|85250|85145|85208|85148|85358|85157|85214|85298|85220|85262|85268|85241|85154|85337|85343|85304|85295|85133|85385|85175|85229|85349|85259|85319|85196|85328|85163|85340|85334|85178|85322|85235|85277|85271|85238|85187|85217|85184|85355|85331|85142|85211|85247|85199|85253|85313|85136|85346|85283|85280|85232","2.18E-12","","GO:0071704","0.8785156151952302","0"
"74","10","GO Biological Process","","Fatty acid derivative metabolic process","2.13E-9","ABCD1|ACSBG1|ACAT1|AACS|ACSL4|ACSL3|ACOT7|ACSL1|ACSS3|ACSL6","85041","85151|85367|85376|85304|85385|85319|85178|85355|85247|85232","2.99E-12","","GO:1901568","0.8671620396561263","0"
"29","8","InterPro Domains","","ANL, N-terminal domain","2.86E-9","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","3.18E-12","","IPR042099","0.8543633966870956","0"
"15","7","WikiPathways","","Omega-3 / omega-6 fatty acid synthesis","2.89E-9","ACOT2|ACOX1|ACOT1|ACSL4|ACOX3|ACSL3|ACSL1","85041","85310|85220|85337|85385|85349|85319|85355","3.7E-12","","WP4723","0.8539102157243452","0"
"163","12","GO Molecular Function","","Lipid transporter activity","2.91E-9","ABCD1|ABCB4|ABCA12|ABCA6|ABCC3|ABCA3|ABCD4|ABCG1|ABCA4|ABCA1|ABCA8|ABCB1","85041","85151|85169|85208|85325|85307|85241|85259|85196|85328|85334|85313|85352","1.36E-11","","GO:0005319","0.8536107011014092","0"
"6050","57","GO Molecular Function","","Organic cyclic compound binding","2.91E-9","ABCC6|ABCD1|ABCF2|ACTA2|ACADL|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABCA12|ABT1|ACAD8|ABCA6|ACAA2|ABCC3|ACOX1|ABCE1|ABCB8|ABCA3|ABCF1|AACS|ACSM5|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACVRL1|AAK1|ACTG2|AARSD1|ACVR1|ACSL1|ABCB9|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|AATF|ABCB1|ACTB|ABCG2|ACSL6","85041","85193|85151|85379|85130|85289|85160|85367|85166|85226|85223|85364|85169|85376|85208|85148|85157|85325|85214|85307|85220|85268|85274|85241|85343|85304|85295|85385|85175|85229|85349|85259|85319|85196|85382|85328|85163|85340|85334|85178|85316|85322|85277|85256|85187|85184|85355|85142|85211|85247|85202|85253|85313|85190|85352|85346|85280|85232","1.39E-11","","GO:0097159","0.8536107011014092","0"
"30","8","InterPro Domains","","AMP-dependent synthetase/ligase domain","3.2E-9","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","4.02E-12","","IPR000873","0.8494850021680094","0"
"16","7","InterPro Domains","","Actin, conserved site","3.8E-9","ACTA2|ACTR5|ACTR1A|ACTG2|ACTL6A|ACTG1|ACTB","85041","85130|85361|85382|85256|85238|85202|85346","5.3E-12","","IPR004001","0.8420216403383189","0"
"2881","40","TISSUES","","Digestive gland","4.02E-9","ABCC6|ABCD1|ACTA2|ACOT13|AADAC|ACADL|ACTN4|AARS1|ACTR3|ABCB4|ACAT1|ABHD2|ABLIM1|AASDHPPT|ABCA6|ACAA2|ABCC3|ACE|ACOX1|ABCF1|A2M|ACSM5|ACAA1|ACACB|ACOX3|ACSL3|ACTR1A|ABCA1|ACTR2|ACY1|ACE2|AAMP|AASS|ACSL1|ACSS3|ACTG1|ACLY|ABCA8|ACTB|ABCG2","85041","85193|85151|85130|85286|85181|85289|85160|85226|85223|85169|85376|85250|85265|85358|85325|85214|85307|85298|85220|85343|85370|85295|85133|85229|85349|85319|85382|85334|85316|85235|85271|85172|85217|85355|85247|85202|85253|85313|85346|85280","2.17E-12","","BTO:0000345","0.8395773946915529","0"
"5378","55","TISSUES","","Viscus","4.02E-9","ABCC6|ABCD1|ACP5|ABCF2|ACTA2|ACOT13|AADAC|ACADL|ABHD17A|ACTN4|AARS1|ACTR3|ABCB4|ACAT1|ABHD2|ACP1|ABT1|ABLIM1|AASDHPPT|ABCA6|ACAA2|ABCC3|ACE|ACOX1|ABCE1|ABCB8|ABCF1|A2M|AACS|ACSM5|ACAA1|ACSL4|ACACB|ACOX3|ACSL3|ACTR1A|ABCC10|ABCA1|ACOT7|ACTR2|ACY1|AAK1|ACTG2|ACE2|AAMP|AASS|ACSL1|ABLIM3|ACVR1B|ACSS3|ACTG1|ACLY|ABCA8|ACTB|ABCG2","85041","85193|85151|85301|85379|85130|85286|85181|85289|85292|85160|85226|85223|85169|85376|85250|85145|85148|85265|85358|85325|85214|85307|85298|85220|85268|85274|85343|85370|85304|85295|85133|85385|85229|85349|85319|85382|85340|85334|85178|85316|85235|85277|85256|85271|85172|85217|85355|85331|85211|85247|85202|85253|85313|85346|85280","1.66E-12","","BTO:0001491","0.8395773946915529","0"
"30","8","Pfam","","AMP-binding enzyme","4.64E-9","ACSBG1|AACS|ACSM5|ACSL4|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85304|85295|85385|85319|85355|85247|85232","4.02E-12","","PF00501","0.833348201944512","0"
"75","10","STRING Clusters","","Fatty acid beta-oxidation, and Valine, leucine and isoleucine degradation","5.14E-9","ACADL|ACAT1|ACAD8|ACAA2|ACOX1|AACS|ACSM5|ACAA1|ACOX3|ACSS3","85041","85289|85376|85157|85214|85220|85304|85295|85133|85349|85247","3.37E-12","","CL:8739","0.8289036881004724","0"
"50","9","STRING Clusters","","Fatty acid beta-oxidation, and Ketone body metabolism","5.14E-9","ACADL|ACAT1|ACAD8|ACAA2|ACOX1|AACS|ACAA1|ACOX3|ACSS3","85041","85289|85376|85157|85214|85220|85304|85133|85349|85247","3.79E-12","","CL:8744","0.8289036881004724","0"
"55","9","GO Biological Process","","Ribonucleoside bisphosphate biosynthetic process","5.57E-9","ACSBG1|ACAT1|ACSL4|ACACB|ACSL3|ACOT7|ACSL1|ACLY|ACSL6","85041","85367|85376|85385|85229|85319|85178|85355|85253|85232","8.17E-12","","GO:0034030","0.8254144804826271","0"
"55","9","GO Biological Process","","Purine nucleoside bisphosphate biosynthetic process","5.57E-9","ACSBG1|ACAT1|ACSL4|ACACB|ACSL3|ACOT7|ACSL1|ACLY|ACSL6","85041","85367|85376|85385|85229|85319|85178|85355|85253|85232","8.17E-12","","GO:0034033","0.8254144804826271","0"
"22","7","GO Molecular Function","","acyl-CoA hydrolase activity","6.51E-9","ABCD1|ACOT13|ACOT2|ACAA2|ACOT1|ACOT11|ACOT7","85041","85151|85286|85310|85214|85337|85163|85178","3.3E-11","","GO:0047617","0.8186419011431807","0"
"18","7","InterPro Domains","","Actin/actin-like conserved site","6.73E-9","ACTA2|ACTR3|ACTR1A|ACTR2|ACTG2|ACTG1|ACTB","85041","85130|85223|85382|85316|85256|85202|85346","1.03E-11","","IPR020902","0.8171984935776024","0"
"75","9","KEGG Pathways","","PPAR signaling pathway","8.55E-9","ACADL|ACSBG1|ACOX1|ACAA1|ACSL4|ACOX3|ACSL3|ACSL1|ACSL6","85041","85289|85367|85220|85133|85385|85349|85319|85355|85232","1.02E-10","","hsa03320","0.8068033885271827","0"
"44","8","GO Molecular Function","","Thiolester hydrolase activity","1.04E-8","ABCD1|ACOT13|ACOT2|ABHD17A|ACAA2|ACOT1|ACOT11|ACOT7","85041","85151|85286|85310|85292|85214|85337|85163|85178","5.88E-11","","GO:0016790","0.798296666070122","0"
"79","9","KEGG Pathways","","Peroxisome","1.05E-8","ABCD1|ACOX1|ACAA1|ACSL4|ACOX3|ABCD4|ACSL3|ACSL1|ACSL6","85041","85151|85220|85133|85385|85349|85259|85319|85355|85232","1.56E-10","","hsa04146","0.7978810700930061","0"
"390","16","GO Biological Process","","Purine ribonucleotide metabolic process","1.16E-8","ABCC6|ABCD1|ACOT2|ACSBG1|ACAT1|ACOT1|ACSM5|ACSL4|ACACB|ACSL3|ACOT11|ACOT7|AASS|ACSL1|ACLY|ACSL6","85041","85193|85151|85310|85367|85376|85337|85295|85385|85229|85319|85163|85178|85217|85355|85253|85232","1.92E-11","","GO:0009150","0.7935542010773082","0"
"872","22","InterPro Domains","","P-loop containing nucleoside triphosphate hydrolase","1.29E-8","ABCC6|ABCD1|ABCF2|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCE1|ABCB8|ABCA3|ABCF1|ABCD4|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85379|85166|85364|85169|85208|85325|85307|85268|85274|85241|85343|85259|85196|85328|85340|85334|85142|85313|85352|85280","2.16E-11","","IPR027417","0.7889410289700751","0"
"22","7","WikiPathways","","Fatty acid biosynthesis","1.29E-8","ACAA2|ACSL4|ACACB|ACSL3|ACSL1|ACLY|ACSL6","85041","85214|85385|85229|85319|85355|85253|85232","3.3E-11","","WP357","0.7889410289700751","0"
"67","9","WikiPathways","","PPAR signaling pathway","1.29E-8","ACADL|ACSBG1|ACOX1|ACAA1|ACSL4|ACOX3|ACSL3|ACSL1|ACSL6","85041","85289|85367|85220|85133|85385|85349|85319|85355|85232","4.05E-11","","WP3942","0.7889410289700751","0"
"40","8","GO Biological Process","","acyl-CoA biosynthetic process","1.68E-8","ACSBG1|ACAT1|ACSL4|ACACB|ACSL3|ACSL1|ACLY|ACSL6","85041","85367|85376|85385|85229|85319|85355|85253|85232","2.99E-11","","GO:0071616","0.7774690718274136","0"
"27","7","GO Molecular Function","","ATPase-coupled intramembrane lipid transporter activity","1.9E-8","ABCB4|ABCA12|ABCA3|ABCG1|ABCA4|ABCA1|ABCB1","85041","85169|85208|85241|85196|85328|85334|85352","1.12E-10","","GO:0140326","0.7721246399047171","0"
"723","20","Reactome Pathways","","Transport of small molecules","1.96E-8","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA6|ABCC3|ABCB8|ABCA3|ABCF1|A2M|ABCG1|ABCA4|ABCC10|ABCA1|ABCB9|ABCA8|ABCB1|ABCG2","85041","85193|85151|85166|85364|85169|85208|85325|85307|85274|85241|85343|85370|85196|85328|85340|85334|85142|85313|85352|85280","4.29E-11","","HSA-382551","0.7707743928643523","0"
"67","9","InterPro Domains","","ATPase, nucleotide binding domain","2.24E-8","ACTA2|ACTR5|ACTR3|ACTR1A|ACTR2|ACTG2|ACTL6A|ACTG1|ACTB","85041","85130|85361|85223|85382|85316|85256|85238|85202|85346","4.05E-11","","IPR043129","0.7649751981665837","0"
"17","6","KEGG Pathways","","Fatty acid biosynthesis","3.01E-8","ACSBG1|ACSL4|ACACB|ACSL3|ACSL1|ACSL6","85041","85367|85385|85229|85319|85355|85232","5.37E-10","","hsa00061","0.7521433504406156","0"
"14","6","GO Molecular Function","","ABC-type xenobiotic transporter activity","3.43E-8","ABCC3|ABCA3|ABCC10|ABCA8|ABCB1|ABCG2","85041","85307|85241|85340|85313|85352|85280","2.09E-10","","GO:0008559","0.746470587995723","0"
"14","6","GO Molecular Function","","myristoyl-CoA hydrolase activity","3.43E-8","ACOT13|ACOT2|ACAA2|ACOT1|ACOT11|ACOT7","85041","85286|85310|85214|85337|85163|85178","2.09E-10","","GO:0102991","0.746470587995723","0"
"7156","61","GO Biological Process","","Primary metabolic process","3.8E-8","ABCC6|ABCD1|ABHD11|ACOT13|AADAC|ACADL|ACOT2|ACTR5|ABHD17A|ACSBG1|AARS1|ABCB4|ACAT1|ABHD2|ACP1|ABCA12|ABT1|AASDHPPT|ACAD8|ACAA2|ACE|ACOX1|ABHD6|ABCE1|ABCA3|ACHE|ACOT1|ABCF1|AACS|ACSM5|ACAA1|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ABCA4|ACOT11|ABCA1|ACOT7|ACVRL1|ACY1|AAK1|ACE2|ACTL6A|AARSD1|AASS|ACVR1|ACSL1|ABLIM3|ACVR1B|ACSS3|ACP6|ACLY|ABCA8|ABHD14A-ACY1|ACTB|ABHD5|ACSL6","85041","85193|85151|85244|85286|85181|85289|85310|85361|85292|85367|85226|85169|85376|85250|85145|85208|85148|85358|85157|85214|85298|85220|85262|85268|85241|85154|85337|85343|85304|85295|85133|85385|85175|85229|85349|85259|85319|85196|85328|85163|85334|85178|85322|85235|85277|85271|85238|85187|85217|85184|85355|85331|85211|85247|85199|85253|85313|85136|85346|85283|85232","8.24E-11","","GO:0044238","0.742021640338319","0"
"77","9","Reactome Pathways","","ABC transporter disorders","4.81E-8","ABCC6|ABCD1|ABCC9|ABCB6|ABCB4|ABCA12|ABCA3|ABCD4|ABCA1","85041","85193|85151|85166|85364|85169|85208|85241|85259|85334","1.26E-10","","HSA-5619084","0.7317854923626168","0"
"32","7","GO Molecular Function","","Xenobiotic transmembrane transporter activity","4.84E-8","ABCB4|ABCC3|ABCA3|ABCC10|ABCA8|ABCB1|ABCG2","85041","85169|85307|85241|85340|85313|85352|85280","3.14E-10","","GO:0042910","0.7315154638355588","0"
"168","11","GO Molecular Function","","Ligase activity","4.96E-8","ACSBG1|AARS1|AACS|ACSM5|ACSL4|ACACB|ACSL3|AARSD1|ACSL1|ACSS3|ACSL6","85041","85367|85226|85304|85295|85385|85229|85319|85187|85355|85247|85232","3.32E-10","","GO:0016874","0.7304518323509803","0"
"12","6","InterPro Domains","","ABC transporter A","5.16E-8","ABCA12|ABCA6|ABCA3|ABCA4|ABCA1|ABCA8","85041","85208|85325|85241|85328|85334|85313","1.01E-10","","IPR026082","0.7287350298372789","0"
"16","6","GO Molecular Function","","palmitoyl-CoA hydrolase activity","5.78E-8","ACOT13|ACOT2|ACAA2|ACOT1|ACOT11|ACOT7","85041","85286|85310|85214|85337|85163|85178","3.99E-10","","GO:0016290","0.7238072161579471","0"
"131","10","UniProt Keywords","","Ligase","7.35E-8","ACSBG1|AARS1|AACS|ACSM5|ACSL4|ACACB|ACSL3|ACSL1|ACSS3|ACSL6","85041","85367|85226|85304|85295|85385|85229|85319|85355|85247|85232","5.47E-10","","KW-0436","0.7133712660915805","0"
"12","6","Pfam","","ABC-2 family transporter protein","7.75E-8","ABCA12|ABCA6|ABCA3|ABCA4|ABCA1|ABCA8","85041","85208|85325|85241|85328|85334|85313","1.01E-10","","PF12698","0.7110698297493689","0"
"8195","66","COMPARTMENTS","","Cytoplasm","9.07E-8","ABCD1|ACP5|ABHD11|ACTA2|ACOT13|AADAC|ACADL|ACOT2|ACTR5|ABHD17A|ACTN4|ACSBG1|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ACP1|ABCA12|AASDHPPT|ACAD8|ABCA6|ACAA2|ACE|ACOX1|ABHD6|ABCE1|ABCB8|ABCA3|ACHE|ACOT1|ABCF1|A2M|ACAA1|ACSL4|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTN2|ACKR1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACY1|AAK1|ACTG2|ACE2|AAMP|AASS|ACSL1|ABCB9|ACSS3|ACTG1|ACP6|ACLY|ABCA8|AATF|ACTB|ABHD5|ACSL6","85041","85151|85301|85244|85130|85286|85181|85289|85310|85361|85292|85160|85367|85226|85223|85364|85169|85376|85145|85208|85358|85157|85325|85214|85298|85220|85262|85268|85274|85241|85154|85337|85343|85370|85133|85385|85229|85349|85259|85319|85196|85373|85205|85382|85328|85163|85340|85334|85178|85316|85235|85277|85256|85271|85172|85217|85355|85142|85247|85202|85199|85253|85313|85190|85346|85283|85232","3.94E-11","","GOCC:0005737","0.7042392712939904","0"
"119","10","InterPro Domains","","Alpha/Beta hydrolase fold","1.09E-7","ABHD11|AADAC|ACOT2|ABHD17A|ABHD2|ABHD6|ACHE|ACOT1|ABHD14A-ACY1|ABHD5","85041","85244|85181|85310|85292|85250|85262|85154|85337|85136|85283","2.27E-10","","IPR029058","0.6962573502059376","0"
"2125","32","TISSUES","","Liver","1.1E-7","ABCC6|ACOT13|AADAC|ACADL|ACTN4|AARS1|ACTR3|ABCB4|ACAT1|ABHD2|ABCA6|ACAA2|ABCC3|ACE|ACOX1|ABCF1|A2M|ACSM5|ACAA1|ACACB|ACOX3|ABCA1|ACTR2|ACY1|ACE2|AASS|ACSL1|ACSS3|ACTG1|ACLY|ABCA8|ACTB","85041","85193|85286|85181|85289|85160|85226|85223|85169|85376|85250|85325|85214|85307|85298|85220|85343|85370|85295|85133|85229|85349|85334|85316|85235|85271|85217|85355|85247|85202|85253|85313|85346","1.36E-10","","BTO:0000759","0.6958607314841775","0"
"1181","23","UniProt Keywords","","Mitochondrion","1.16E-7","ABCD1|ACOT13|ACADL|ACOT2|ABCB6|ACAT1|ACAD8|ACAA2|ABHD6|ABCE1|ABCB8|ACSM5|ACSL4|ACACB|ACSL3|ACOT11|ACOT7|AASS|ACSL1|ACSS3|ACP6|ABCG2|ACSL6","85041","85151|85286|85289|85310|85364|85376|85157|85214|85262|85268|85274|85295|85385|85229|85319|85163|85178|85217|85355|85247|85199|85280|85232","1.04E-9","","KW-0496","0.6935542010773081","0"
"765","19","GO Molecular Function","","Hydrolase activity, acting on ester bonds","1.17E-7","ABCD1|ACP5|ABHD11|ACOT13|AADAC|ACOT2|ABHD17A|AARS1|ABHD2|ACP1|ACAA2|ABHD6|ACHE|ACOT1|ACOT11|ACOT7|AARSD1|ACP6|ABHD5","85041","85151|85301|85244|85286|85181|85310|85292|85226|85250|85145|85214|85262|85154|85337|85163|85178|85187|85199|85283","8.3E-10","","GO:0016788","0.6931814138253839","0"
"85","9","GO Biological Process","","Fatty acid catabolic process","1.27E-7","ABCD1|ACADL|ACAT1|ABHD2|ACAA2|ACOX1|ACAA1|ACOX3|ABCD4","85041","85151|85289|85376|85250|85214|85220|85133|85349|85259","2.84E-10","","GO:0009062","0.6896196279044042","0"
"103","9","UniProt Keywords","","Peroxisome","1.32E-7","ABCD1|ACOX1|ACAA1|ACSL4|ACOX3|ABCD4|ACSL3|ACSL1|ACSL6","85041","85151|85220|85133|85385|85349|85259|85319|85355|85232","1.38E-9","","KW-0576","0.687942606879415","0"
"914","21","GO Biological Process","","Organophosphate metabolic process","1.57E-7","ABCC6|ABCD1|ACOT2|ACSBG1|ACAT1|ABHD6|ABCA3|ACOT1|ACSM5|ACSL4|ACACB|ACSL3|ACOT11|ACOT7|AASS|ACSL1|ACP6|ACLY|ABCA8|ABHD5|ACSL6","85041","85193|85151|85310|85367|85376|85262|85241|85337|85295|85385|85229|85319|85163|85178|85217|85355|85199|85253|85313|85283|85232","3.61E-10","","GO:0019637","0.6804100347590766","0"
"225","12","GO Biological Process","","Carboxylic acid catabolic process","1.96E-7","ABCD1|ACADL|ACAT1|ABHD2|AASDHPPT|ACAD8|ACAA2|ACOX1|ACAA1|ACOX3|ABCD4|AASS","85041","85151|85289|85376|85250|85358|85157|85214|85220|85133|85349|85259|85217","4.62E-10","","GO:0046395","0.6707743928643524","0"
"60","8","GO Biological Process","","Fatty acid beta-oxidation","2.21E-7","ABCD1|ACADL|ACAT1|ACAA2|ACOX1|ACAA1|ACOX3|ABCD4","85041","85151|85289|85376|85214|85220|85133|85349|85259","5.46E-10","","GO:0006635","0.6655607726314889","0"
"26","6","KEGG Pathways","","Biosynthesis of unsaturated fatty acids","2.24E-7","ACOT2|ACOX1|ACOT1|ACAA1|ACOX3|ACOT7","85041","85310|85220|85337|85133|85349|85178","4.68E-9","","hsa01040","0.6649751981665837","0"
"37","7","Reactome Pathways","","Mitochondrial Fatty Acid Beta-Oxidation","2.51E-7","ACOT13|ACADL|ACOT2|ACAA2|ACOT1|ACOT11|ACOT7","85041","85286|85289|85310|85214|85337|85163|85178","7.69E-10","","HSA-77289","0.6600326278518962","0"
"12056","79","GO Cellular Component","","Cytoplasm","2.59E-7","ABCC6|ABCD1|ACP5|ABHD11|ACTA2|ACOT13|AADAC|ACADL|ACOT2|ACTR5|ACKR4|ABHD17A|ACTN4|ACSBG1|ABCC9|AARS1|ACTR3|ABCB6|ABCB4|ACAT1|ABHD2|ACP1|ABCA12|ABLIM1|AASDHPPT|ACAD8|ABCA6|ACAA2|ACE|ACOX1|ABHD6|ABCE1|ABCB8|ABCA3|ACHE|ACOT1|ABCF1|A2M|AACS|ACSM5|ACAA1|ACSL4|ACVR2B|ACACB|ACOX3|ABCD4|ACSL3|ABCG1|ACTN2|ACKR1|ACTR1A|ABCA4|ACOT11|ABCC10|ABCA1|ACOT7|ACTR2|ACY1|AAK1|ACTG2|ACE2|AARSD1|AAMP|AASS|ACSL1|ABLIM3|ABCB9|ACVR1B|ACSS3|ACTG1|ACP6|ACLY|ABCA8|AATF|ABHD14A-ACY1|ACTB|ABHD5|ABCG2|ACSL6","85041","85193|85151|85301|85244|85130|85286|85181|85289|85310|85361|85139|85292|85160|85367|85166|85226|85223|85364|85169|85376|85250|85145|85208|85265|85358|85157|85325|85214|85298|85220|85262|85268|85274|85241|85154|85337|85343|85370|85304|85295|85133|85385|85175|85229|85349|85259|85319|85196|85373|85205|85382|85328|85163|85340|85334|85178|85316|85235|85277|85256|85271|85187|85172|85217|85355|85331|85142|85211|85247|85202|85199|85253|85313|85190|85136|85346|85283|85280|85232","1.26E-10","","GO:0005737","0.6586700235918748","0"
"22","6","GO Molecular Function","","Fatty acid ligase activity","2.7E-7","ACSBG1|ACSM5|ACSL4|ACSL3|ACSL1|ACSL6","85041","85367|85295|85385|85319|85355|85232","1.97E-9","","GO:0015645","0.6568636235841013","0"
"380","14","WikiPathways","","Fatty Acids and Lipoproteins Transport in Hepatocytes","2.96E-7","ABCD1|ACKR4|ACAT1|ACAA2|ACOX1|ACAA1|ACOX3|ABCD4|ACSL3|ABCA1|AAK1|ACSL1|ACLY|ACSL6","85041","85151|85139|85376|85214|85220|85133|85349|85259|85319|85334|85277|85355|85253|85232","1.52E-9","","WP5323","0.6528708288941061","0"
"35","7","STRING Clusters","","Fatty acid beta-oxidation, and Valine catabolic process","3.12E-7","ACADL|ACAD8|ACAA2|ACOX1|ACAA1|ACOX3|ACSS3","85041","85289|85157|85214|85220|85133|85349|85247","5.45E-10","","CL:8746","0.6505845405981557","0"
"38","7","GO Biological Process","","fatty-acyl-CoA metabolic process","3.39E-7","ABCD1|ACSBG1|ACSL4|ACSL3|ACOT7|ACSL1|ACSL6","85041","85151|85367|85385|85319|85178|85355|85232","9.08E-10","","GO:0035337","0.6469800301796917","0"
"26","6","UniProt Keywords","","Serine esterase","3.93E-7","ACOT2|ABHD2|ACHE|ACOT1|ACOT11|ACOT7","85041","85310|85250|85154|85337|85163|85178","4.68E-9","","KW-0719","0.6405607449624573","0"
"21","6","STRING Clusters","","Fatty acid beta-oxidation","7.9E-7","ACADL|ACAD8|ACAA2|ACOX1|ACAA1|ACOX3","85041","85289|85157|85214|85220|85133|85349","1.55E-9","","CL:8749","0.6102372908709558","0"
"3654","40","GO Biological Process","","Regulation of biological quality","1.23E-6","ABCC6|ABCD1|ACP5|ACTA2|ACOT13|ACADL|ACKR4|ABHD17A|ABCC9|AARS1|ABCB6|ABCB4|ABCA12|ACAA2|ACE|ACOX1|ABHD6|ABCB8|ABCA3|ACHE|AACS|ACSL4|ACVR2B|ACACB|ACOX3|ABCG1|ACTN2|ABCA4|ACOT11|ABCA1|ACTR2|ACVRL1|AAK1|ACE2|AARSD1|ACSL1|ACTG1|ABCB1|ACTB|ABHD5","85041","85193|85151|85301|85130|85286|85289|85139|85292|85166|85226|85364|85169|85208|85214|85298|85220|85262|85274|85241|85154|85304|85385|85175|85229|85349|85196|85373|85328|85163|85334|85316|85322|85277|85271|85187|85355|85202|85352|85346|85283","3.44E-9","","GO:0065008","0.5910094888560602","0"
"1681","27","GO Cellular Component","","Mitochondrion","1.25E-6","ABCD1|ABHD11|ACOT13|ACADL|ACOT2|AARS1|ABCB6|ACAT1|ACAD8|ACAA2|ABHD6|ABCE1|ABCB8|ACSM5|ACSL4|ACACB|ACSL3|ABCG1|ACOT11|ACOT7|AASS|ACSL1|ACSS3|ACP6|ABHD5|ABCG2|ACSL6","85041","85151|85244|85286|85289|85310|85226|85364|85376|85157|85214|85262|85268|85274|85295|85385|85229|85319|85196|85163|85178|85217|85355|85247|85199|85283|85280|85232","1.63E-9","","GO:0005739","0.5903089986991944","0"
"143","10","GO Cellular Component","","Peroxisome","1.25E-6","ABCD1|ACOT2|ACOX1|ACAA1|ACSL4|ACOX3|ABCD4|ACSL3|ACSL1|ACSL6","85041","85151|85310|85220|85133|85385|85349|85259|85319|85355|85232","1.22E-9","","GO:0005777","0.5903089986991944","0"
